"phecode"	"case_count"	"prev"	"w"
"348.2"	624	0.0287544352794802	1.54129515727557
"348.4"	66	0.00304133450071425	2.51693581141613
"348.7"	195	0.00898576102483756	2.04644513559548
"348.8"	689	0.0317496889544261	1.49826052505037
"348.9"	1514	0.0697663702133542	1.15635387179394
"349"	366	0.0168655822312336	1.77299866156359
"350"	2659	0.12252891571817	0.911761409626429
"350.1"	966	0.0445140776922722	1.3515026205425
"350.2"	1582	0.0728998663656053	1.13727326779634
"350.3"	735	0.0338694069397724	1.4701924078738
"350.5"	39	0.00179715220496751	2.7454151399315
"350.6"	113	0.00520713331182895	2.28340130347458
"351"	2363	0.108888991290724	0.963016025325627
"352"	677	0.0311967190452053	1.50589107827285
"352.1"	363	0.0167273397539284	1.77657312192188
"352.2"	307	0.0141468135108981	1.84934137148081
"353"	406	0.0187088152619695	1.7279537133808
"353.1"	77	0.00354822358416663	2.44998902178551
"353.2"	288	0.0132712778212986	1.87708725919877
"355"	225	0.0103681857978895	1.98429722884663
"355.1"	336	0.0154831574581817	1.81014046956815
"356"	1936	0.0892124786876181	1.04957439398562
"357"	278	0.0128104695636146	1.89243495103992
"358"	209	0.00963089258559513	2.01633346084694
"358.1"	179	0.0082484678125432	2.0836267159781
"359"	713	0.0328556287728676	1.48339021710613
"359.1"	58	0.00267268789456707	2.57305175339506
"359.2"	671	0.0309202340905949	1.509757226789
"360"	157	0.00723468964563845	2.14058009454876
"360.2"	90	0.0041472743191558	2.38223723751867
"360.3"	35	0.00161282890189392	2.79241170260772
"361"	304	0.0140085710335929	1.85360616334924
"361.1"	180	0.0082945486383116	2.08120724185469
"361.2"	16	0.000737293212294364	3.13235976430207
"362"	1851	0.0852956084973043	1.06907332820509
"362.1"	13	0.000599050734989171	3.22253639465116
"362.2"	1200	0.0552969909220773	1.25729850091037
"362.21"	408	0.0188009769135063	1.72581958386812
"362.22"	191	0.00880143772176397	2.05544637971027
"362.23"	317	0.0146076217685821	1.83542048474024
"362.26"	305	0.0140546518593613	1.85217990761121
"362.27"	284	0.013086954518225	1.88316140691096
"362.29"	470	0.021657988111147	1.66438188902228
"362.3"	400	0.0184323303073591	1.73441975563003
"362.31"	43	0.0019814755080411	2.70301129137841
"362.4"	350	0.0161282890189392	1.79241170260772
"362.5"	71	0.00327173862955624	2.48522139823892
"362.6"	146	0.00672780056218607	2.17212689117356
"362.7"	109	0.00502281000875536	2.29905324901737
"362.8"	108	0.00497672918298696	2.30305599147105
"362.9"	219	0.0100917008432791	1.99603563211788
"363"	199	0.00917008432791116	2.03762667054829
"363.3"	138	0.00635915395603889	2.19660066055676
"363.4"	13	0.000599050734989171	3.22253639465116
"364"	380	0.0175107137919912	1.75669615034119
"364.1"	187	0.00861711441869038	2.0646381404215
"364.2"	108	0.00497672918298696	2.30305599147105
"364.4"	100	0.00460808257683978	2.336479746958
"364.41"	20	0.000921616515367955	3.03544975129401
"364.5"	173	0.00797198285793281	2.0984336438292
"364.51"	113	0.00520713331182895	2.28340130347458
"364.9"	56	0.00258052624303028	2.5882917199518
"365"	1300	0.0599050734989171	1.22253639465116
"365.1"	945	0.0435463803511359	1.36104793844873
"365.11"	467	0.0215197456338418	1.66716286639188
"365.2"	185	0.00852495276715359	2.06930801855498
"365.5"	35	0.00161282890189392	2.79241170260772
"366"	3412	0.157227777521773	0.803470724462511
"366.1"	86	0.00396295101608221	2.40198129571443
"366.2"	2781	0.128150776461914	0.892278758093837
"366.3"	41	0.00188931385650431	2.72369589023826
"367"	2082	0.0959402792498042	1.01799902178348
"367.1"	1352	0.0623012764388738	1.20550305535238
"367.2"	477	0.0219805538915257	1.65796136791788
"367.8"	275	0.0126722270863094	1.89714705312773
"367.9"	564	0.0259895857333763	1.58520064297465
"368"	1929	0.0888899129072393	1.05114751931411
"368.1"	99	0.00456200175107138	2.34084455236045
"368.2"	491	0.0226256854522833	1.64539825483503
"368.3"	66	0.00304133450071425	2.51693581141613
"368.4"	364	0.0167734205796968	1.77537836330894
"368.5"	10	0.000460808257683978	3.336479746958
"368.9"	629	0.0289848394083222	1.53782910151273
"368.91"	94	0.00433159762222939	2.3633518933583
"369"	947	0.0436385420026727	1.36012976795472
"369.2"	161	0.00741901294871204	2.12965387092615
"369.5"	751	0.0346067001520667	1.46083980995383
"370"	861	0.0396755909865905	1.40147659550434
"370.1"	118	0.00543753744067094	2.26459773965187
"370.2"	186	0.00857103359292198	2.06696680274008
"370.3"	618	0.0284779503248698	1.54549127186918
"370.31"	556	0.0256209391272292	1.59140495537594
"371"	1899	0.0875074881341874	1.05795478222098
"371.1"	254	0.011704529745173	1.93164603033806
"371.2"	868	0.0399981567669693	1.3979600217815
"371.21"	778	0.0358508824478135	1.44550014996831
"371.3"	1030	0.0474632505414497	1.32364252225282
"371.33"	10	0.000460808257683978	3.336479746958
"371.9"	16	0.000737293212294364	3.13235976430207
"372"	403	0.0185705727846643	1.73117470081689
"374"	1255	0.0578314363393392	1.23783602114094
"374.1"	209	0.00963089258559513	2.01633346084694
"374.2"	59	0.00271876872033547	2.56562773531585
"374.3"	405	0.0186627344362011	1.72902472374333
"374.6"	751	0.0346067001520667	1.46083980995383
"375"	166	0.00764941707755403	2.11637165891794
"375.1"	1439	0.0663103082807244	1.17841895302139
"375.2"	118	0.00543753744067094	2.26459773965187
"376"	39	0.00179715220496751	2.7454151399315
"377"	440	0.020275563338095	1.69302707047181
"377.1"	175	0.00806414450946961	2.0934416982717
"377.3"	222	0.0102299433205843	1.99012677250736
"378"	389	0.0179254412239067	1.74653014563229
"378.1"	210	0.00967697341136353	2.01426045222408
"378.2"	80	0.00368646606147182	2.43338975996605
"378.5"	99	0.00456200175107138	2.34084455236045
"379"	1728	0.0796276669277913	1.09893600881512
"379.1"	114	0.00525321413759735	2.27957489562152
"379.2"	1451	0.0668632781899452	1.17481233452026
"379.3"	126	0.00580618404681812	2.23610920184043
"379.4"	79	0.00364038523570342	2.43885265566755
"379.5"	145	0.00668171973641768	2.17511174472302
"379.51"	17	0.000783374038062762	3.10603082557972
"379.9"	426	0.0196304317773375	1.70707014785528
"380"	116	0.00534537578913414	2.27202175773108
"380.1"	578	0.0266347172941339	1.57455190853747
"380.4"	1504	0.0693055619556702	1.15923191070237
"381"	2015	0.0928528639233215	1.03220469648087
"381.1"	1160	0.0534537578913414	1.27202175773108
"381.11"	946	0.0435924611769043	1.3605886105562
"381.2"	1106	0.0509653932998479	1.29272461998932
"381.3"	81	0.00373254688724022	2.42799472807935
"381.9"	147	0.00677388138795447	2.16916241220982
"382"	1022	0.0470946039353025	1.3270288511593
"383"	41	0.00188931385650431	2.72369589023826
"384"	174	0.00801806368370121	2.0959304986754
"384.1"	15	0.000691212386525967	3.16038848790231
"384.4"	158	0.00728077047140685	2.13782266000357
"385"	182	0.00838671028984839	2.07640835897292
"385.3"	93	0.00428551679646099	2.36799679840406
"385.5"	77	0.00354822358416663	2.44998902178551
"386"	1125	0.0518409289894475	1.28532722451061
"386.1"	171	0.00787982120639602	2.10348363656584
"386.2"	789	0.0363577715312658	1.43940274374858
"386.21"	142	0.00654347725911248	2.18419140257494
"386.3"	145	0.00668171973641768	2.17511174472302
"386.9"	3824	0.176213077738353	0.753961863353934
"388"	65	0.00299525367494586	2.52356639031514
"389"	3229	0.148794986406156	0.827411701940834
"389.1"	2412	0.111146951753375	0.954102443489882
"389.2"	550	0.0253444541726188	1.59611705746375
"389.3"	102	0.00470024422837657	2.32787957519608
"389.4"	834	0.0384314086908437	1.41531369632026
"389.5"	64	0.00294917284917746	2.53029977297411
"394"	1315	0.0605962858854431	1.21755399413222
"394.1"	481	0.0221648771945993	1.65433467058416
"394.2"	253	0.0116584489194046	1.93335922578218
"394.3"	64	0.00294917284917746	2.53029977297411
"394.4"	75	0.00345606193262983	2.4614184835663
"394.7"	821	0.0378323579558546	1.42213658983856
"395"	3371	0.155338463665269	0.808720994437024
"395.1"	2264	0.104326989539653	0.981603324441762
"395.2"	1611	0.0742362103128888	1.12938420653878
"395.3"	482	0.0222109580203677	1.65343270871915
"395.4"	191	0.00880143772176397	2.05544637971027
"395.6"	719	0.033132113727478	1.47975085657511
"396"	1338	0.0616561448781162	1.21002363352619
"401"	13162	0.606515828763651	0.217157860494019
"401.1"	13018	0.599880189853002	0.221935479752132
"401.2"	3551	0.16363301230358	0.786129074656381
"401.21"	1635	0.0753421501313304	1.12296198996169
"401.22"	2300	0.105985899267315	0.974751910940403
"401.3"	1817	0.0837288604211787	1.07712481964996
"411"	6355	0.292843647758168	0.533364192067969
"411.1"	1692	0.077968757200129	1.10807938825499
"411.2"	2322	0.10699967743422	0.970617531555441
"411.3"	1612	0.0742822911386572	1.12911470948892
"411.4"	5688	0.262107736970646	0.581520159236286
"411.41"	135	0.0062209114787337	2.20614597846299
"411.8"	2000	0.0921616515367955	1.03544975129401
"411.9"	130	0.00599050734989171	2.22253639465116
"414"	2431	0.112022487442975	0.95069478811466
"414.2"	760	0.0350214275839823	1.4556661546772
"415"	2111	0.0972766231970877	1.01199151365034
"415.1"	676	0.0311506382194369	1.50653305101636
"415.11"	620	0.0285701119764066	1.54408805745974
"415.2"	1501	0.069167319478365	1.16009905471473
"415.21"	458	0.0211050182019262	1.67561426895413
"416"	3041	0.140131791161698	0.853463326813864
"418"	9822	0.452605870697203	0.344279817162411
"418.1"	637	0.0293534860144694	1.53234031462265
"420"	1050	0.0483848670568177	1.31529044788806
"420.1"	71	0.00327173862955624	2.48522139823892
"420.2"	665	0.0306437491359845	1.51365810165489
"420.21"	166	0.00764941707755403	2.11637165891794
"420.22"	187	0.00861711441869038	2.0646381404215
"420.3"	380	0.0175107137919912	1.75669615034119
"425"	1497	0.0689829961752915	1.16125794661494
"425.1"	1302	0.0599972351504539	1.22186876272582
"425.11"	135	0.0062209114787337	2.20614597846299
"425.12"	24	0.00110593981844155	2.95626850524639
"425.2"	702	0.0323487396894152	1.49014263482819
"425.8"	54	0.00248836459149348	2.60408598713503
"426"	4045	0.186396940233169	0.729561221009705
"426.2"	998	0.045988664116861	1.33734920567062
"426.21"	367	0.016911663057002	1.77181368270591
"426.22"	64	0.00294917284917746	2.53029977297411
"426.23"	197	0.00907792267637436	2.0420135207964
"426.24"	532	0.0245149993087876	1.61056811466295
"426.25"	103	0.00474632505414497	2.32364252225282
"426.3"	955	0.0440071886088199	1.35647637537425
"426.31"	427	0.0196765126031058	1.70605187193297
"426.32"	514	0.0236855444449565	1.62551662796272
"426.4"	103	0.00474632505414497	2.32364252225282
"426.7"	2095	0.0965393299847933	1.01529571965568
"426.8"	146	0.00672780056218607	2.17212689117356
"426.9"	1543	0.0711027141606378	1.14811382089485
"426.91"	1243	0.0572784664301184	1.24200861831635
"426.92"	685	0.0315653656513525	1.50078917546557
"427"	8928	0.411409612460255	0.385725565364493
"427.1"	1844	0.0849730427169255	1.07071883024039
"427.11"	860	0.0396295101608221	1.40198129571443
"427.12"	1209	0.0557117183539929	1.25405344609722
"427.2"	3735	0.172111884244966	0.764189140806579
"427.21"	3649	0.168148933228883	0.774305883593348
"427.22"	1044	0.0481083821022073	1.31777924829175
"427.3"	2543	0.117183539929036	0.931133386782287
"427.4"	464	0.0213815031565366	1.66996176640312
"427.41"	243	0.0111976406617207	1.95087347335968
"427.42"	301	0.0138703285562877	1.85791325136415
"427.5"	2583	0.119026772959771	0.924355340784679
"427.6"	980	0.0451592092530298	1.3452536712655
"427.61"	217	0.00999953919174232	2.00002001310947
"427.7"	3889	0.179208331413299	0.746641803810536
"427.8"	1187	0.0546979401870882	1.2620290280034
"427.9"	3496	0.161098566886319	0.792908322995631
"428"	3702	0.170591216994609	0.768043332541111
"428.1"	3395	0.15644440348371	0.805639968341476
"428.2"	1271	0.0585687295516336	1.23233419640399
"428.3"	1302	0.0599972351504539	1.22186876272582
"428.4"	1142	0.0526243030275103	1.27881364304817
"429"	2812	0.129579282060735	0.88746443061021
"429.1"	608	0.0280171420671858	1.55257616768526
"429.2"	1229	0.0566333348693609	1.24692786407154
"429.3"	1516	0.069858531864891	1.15578054566196
"429.9"	425	0.0195843509515691	1.70809081690768
"430"	642	0.0295838901433114	1.52894471888914
"430.1"	193	0.00889359937330077	2.05092243795022
"430.2"	381	0.0175567946177595	1.75555477128238
"430.3"	198	0.00912400350214276	2.03981455669647
"433"	4479	0.206396018616654	0.685298684513308
"433.1"	2402	0.110686143495691	0.955906743891109
"433.11"	248	0.0114280447905626	1.94202806613178
"433.12"	586	0.0270033639002811	1.56858213093991
"433.2"	1169	0.053868485323257	1.26866523579616
"433.21"	1023	0.0471406847610709	1.32660411324584
"433.3"	2257	0.104004423759274	0.982948187880234
"433.31"	2036	0.0938205612644579	1.02770197329328
"433.32"	11	0.000506889083452375	3.29508706179977
"433.5"	233	0.0107368324040367	1.96912382593198
"433.6"	925	0.0426247638357679	1.37033801421896
"433.8"	980	0.0451592092530298	1.3452536712655
"440"	2615	0.12050135938436	0.919008053754703
"440.1"	434	0.0199990783834846	1.69899001744549
"440.2"	1024	0.0471867655868393	1.32617979031818
"440.21"	206	0.00949265010828994	2.02261252658884
"440.22"	631	0.029077001059859	1.53645038771386
"440.9"	1092	0.0503202617390904	1.29825710858928
"441"	290	0.0133634394728354	1.87408174905904
"441.1"	132	0.00608266900142851	2.21590581575215
"441.2"	84	0.00387078936454541	2.41220046089611
"442"	1235	0.0569098198239712	1.24481278936231
"442.1"	901	0.0415188240173264	1.38175495597893
"442.11"	616	0.028385788673333	1.54689903479357
"442.2"	64	0.00294917284917746	2.53029977297411
"442.3"	157	0.00723468964563845	2.14058009454876
"442.4"	65	0.00299525367494586	2.52356639031514
"442.8"	192	0.00884751854753237	2.05317851825445
"443"	1921	0.0885212663010921	1.0529523820963
"443.1"	290	0.0133634394728354	1.87408174905904
"443.7"	89	0.0041011934933874	2.38708974031308
"443.8"	277	0.0127643887378462	1.89399997789355
"443.9"	1585	0.0730381088429105	1.13645048040423
"444"	528	0.024330676005714	1.61384582442418
"444.1"	170	0.00783374038062762	2.10603082557972
"444.2"	100	0.00460808257683978	2.336479746958
"444.5"	19	0.000875535689599558	3.05772614600517
"446"	650	0.0299525367494585	1.52356639031514
"446.1"	27	0.00124418229574674	2.90511598279901
"446.2"	14	0.000645131560757569	3.19035171127976
"446.3"	85	0.00391687019031381	2.4070608212437
"446.4"	138	0.00635915395603889	2.19660066055676
"446.5"	200	0.00921616515367955	2.03544975129401
"446.6"	63	0.00290309202340906	2.53713919750441
"446.7"	28	0.00129026312151514	2.88932171561578
"446.8"	45	0.0020736371595779	2.68326723318265
"446.9"	274	0.012626146260541	1.89872918413761
"447"	706	0.0325330629924888	1.48767504590619
"447.1"	290	0.0133634394728354	1.87408174905904
"447.7"	150	0.00691212386525967	2.16038848790231
"448"	68	0.00313349615225105	2.50397083425176
"450"	478	0.0220266347172941	1.65705185034588
"451"	724	0.03336251785632	1.47674118076085
"451.2"	449	0.0206902907700106	1.68423340595467
"452"	2010	0.0926224597944795	1.03328368953751
"452.1"	88	0.004055112667619	2.39199707480783
"452.2"	914	0.0421178747523156	1.37553355122416
"452.8"	56	0.00258052624303028	2.5882917199518
"453"	58	0.00267268789456707	2.57305175339506
"454"	701	0.0323026588636468	1.49076172899134
"454.1"	525	0.0241924335284088	1.61632044355204
"454.11"	352	0.016220450670476	1.78993708347987
"455"	2205	0.101608220819317	0.993071153154139
"456"	653	0.0300907792267637	1.52156656568292
"457"	2048	0.0943735311736786	1.0251497946542
"457.2"	374	0.0172342288373808	1.76360814475752
"457.3"	1827	0.0841896686788627	1.07474119960546
"458"	3575	0.164738952122022	0.783203700820897
"458.1"	878	0.0404589650246532	1.39298523105189
"458.2"	461	0.0212432606792314	1.67277882156835
"458.9"	2807	0.129348877931893	0.888237334323557
"459"	1563	0.0720243306760057	1.14252076893881
"459.1"	307	0.0141468135108981	1.84934137148081
"459.7"	12	0.000552969909220773	3.25729850091037
"459.9"	1211	0.0558038800055297	1.25333560381494
"464"	3303	0.152204967513018	0.817571173266582
"465"	4657	0.214598405603428	0.668373509025265
"465.2"	1866	0.0859868208838302	1.06556810754751
"465.4"	189	0.00870927607022718	2.06001794278475
"470"	1112	0.0512418782544583	1.29037495971196
"471"	200	0.00921616515367955	2.03544975129401
"472"	1133	0.0522095755955947	1.2822498370946
"473"	1332	0.0613796599235058	1.21197552212371
"473.1"	261	0.0120270955255518	1.91983923961972
"473.3"	295	0.0135938436016773	1.86665773097983
"473.4"	1079	0.0497212110041012	1.30345830227509
"474"	280	0.0129026312151514	1.88932171561578
"474.1"	102	0.00470024422837657	2.32787957519608
"474.2"	192	0.00884751854753237	2.05317851825445
"475"	2157	0.099396341182434	1.00262960185545
"475.9"	397	0.0182940878300539	1.73768924019488
"476"	4148	0.191143265287314	0.718640999240993
"477"	675	0.0311045573936685	1.50717597412697
"478"	365	0.0168195014054652	1.77418688250152
"479"	1740	0.0801806368370121	1.0959304986754
"480"	3861	0.177918068291784	0.749779945333947
"480.1"	952	0.0438689461315147	1.35784279857352
"480.11"	222	0.0102299433205843	1.99012677250736
"480.12"	129	0.00594442652412331	2.22589003665875
"480.13"	109	0.00502281000875536	2.29905324901737
"480.2"	88	0.004055112667619	2.39199707480783
"480.3"	127	0.00585226487258652	2.23267602600204
"480.5"	187	0.00861711441869038	2.0646381404215
"481"	614	0.0282936270217962	1.54831137581683
"483"	2512	0.115755034330215	0.936460111892838
"495"	2092	0.0964010875074881	1.01591806676276
"495.1"	439	0.0202294825123266	1.69401522671587
"495.11"	98	0.00451592092530298	2.3452536712655
"495.2"	395	0.0182019261785171	1.73988265133154
"496"	3262	0.150315653656514	0.822995790253739
"496.1"	1155	0.0532233537624994	1.27389776272983
"496.2"	1146	0.0528086263305838	1.27729512932663
"496.21"	872	0.0401824800700429	1.39596326202543
"496.3"	324	0.0149301875489609	1.82593473675138
"497"	680	0.0313349615225105	1.50397083425176
"498"	86	0.00396295101608221	2.40198129571443
"499"	130	0.00599050734989171	2.22253639465116
"500"	137	0.00631307313027049	2.19975917980159
"500.1"	38	0.00175107137919912	2.75669615034119
"500.2"	43	0.0019814755080411	2.70301129137841
"501"	624	0.0287544352794802	1.54129515727557
"502"	764	0.0352057508870559	1.45338638838231
"503"	1320	0.0608266900142851	1.21590581575215
"504"	303	0.0139624902078245	1.85503711845569
"504.1"	204	0.00940048845675314	2.0268495795321
"505"	685	0.0315653656513525	1.50078917546557
"506"	1207	0.0556195567024561	1.25477247686065
"507"	4008	0.184691949679738	0.733552034098807
"508"	5794	0.266992304502097	0.573501256090253
"509"	3300	0.152066725035713	0.817965807080109
"509.1"	2222	0.10239159485738	0.989735692353147
"509.2"	849	0.0391226210773697	1.40757205671404
"509.3"	1342	0.0618404681811898	1.20872723112502
"509.5"	148	0.00681996221372287	2.16621803156304
"509.8"	676	0.0311506382194369	1.50653305101636
"510"	3846	0.177226855905258	0.751470467055535
"510.2"	156	0.00718860881987005	2.14335514860353
"512"	11843	0.545735219575135	0.263018017678161
"512.1"	1144	0.052716464679047	1.27805372250099
"512.2"	1176	0.0541910511036358	1.26607242521788
"512.3"	147	0.00677388138795447	2.16916241220982
"512.7"	7308	0.336758674715451	0.472681208277496
"512.8"	6768	0.311875028800516	0.506019396927029
"512.9"	6126	0.282291138657205	0.549302754487442
"513"	1958	0.0902262568545228	1.04466705949088
"513.3"	523	0.024100271876872	1.61797805809072
"513.31"	158	0.00728077047140685	2.13782266000357
"513.32"	270	0.0124418229574674	1.90511598279901
"513.4"	1016	0.0468181189806921	1.3295860390101
"513.8"	178	0.0082023869867748	2.0860597446491
"514"	2082	0.0959402792498042	1.01799902178348
"514.1"	187	0.00861711441869038	2.0646381404215
"514.2"	318	0.0146537025943505	1.83405262697356
"516"	796	0.0366803373116446	1.43556667922033
"516.1"	612	0.0282014653702594	1.54972832481243
"519"	1981	0.091286115847196	1.03959527141945
"519.1"	105	0.00483848670568177	2.31529044788806
"519.2"	274	0.012626146260541	1.89872918413761
"519.8"	229	0.0105525091009631	1.97664426461811
"519.9"	1570	0.0723468964563845	1.14058009454876
"520"	176	0.00811022533523801	2.09096707914385
"520.1"	18	0.00082945486383116	3.08120724185469
"520.2"	159	0.00732685129717525	2.13508262263754
"521"	750	0.0345606193262983	1.4614184835663
"521.1"	706	0.0325330629924888	1.48767504590619
"521.2"	31	0.00142850559882033	2.84511805312372
"521.4"	16	0.000737293212294364	3.13235976430207
"522"	199	0.00917008432791116	2.03762667054829
"522.1"	19	0.000875535689599558	3.05772614600517
"522.5"	178	0.0082023869867748	2.0860597446491
"523"	582	0.0268190405972075	1.57155676230811
"523.1"	332	0.0152988341551081	1.81534166325396
"523.3"	229	0.0105525091009631	1.97664426461811
"523.31"	157	0.00723468964563845	2.14058009454876
"523.32"	86	0.00396295101608221	2.40198129571443
"524"	117	0.00539145661490254	2.26829388521183
"524.3"	100	0.00460808257683978	2.336479746958
"525"	362	0.01668125892816	1.77777117642483
"525.1"	154	0.00709644716833326	2.14895902612153
"525.2"	33	0.00152066725035713	2.81796580708011
"526"	697	0.0321183355605732	1.49324696885999
"526.1"	43	0.0019814755080411	2.70301129137841
"526.3"	34	0.00156674807612552	2.80500082991574
"526.4"	338	0.0155753191097184	1.80756304668034
"526.41"	224	0.0103221049721211	1.98623172862383
"526.42"	77	0.00354822358416663	2.44998902178551
"526.5"	91	0.0041933551449242	2.3774383546369
"526.8"	21	0.000967697341136353	3.01426045222408
"526.9"	217	0.00999953919174232	2.00002001310947
"527"	445	0.020505967466937	1.68811973597706
"527.1"	13	0.000599050734989171	3.22253639465116
"527.2"	189	0.00870927607022718	2.06001794278475
"527.7"	240	0.0110593981844155	1.95626850524639
"527.8"	27	0.00124418229574674	2.90511598279901
"528"	1228	0.0565872540435925	1.24728138015285
"528.1"	537	0.0247454034376296	1.60650546125844
"528.11"	148	0.00681996221372287	2.16621803156304
"528.12"	126	0.00580618404681812	2.23610920184043
"528.3"	97	0.00446984009953458	2.34970801269175
"528.4"	32	0.00147458642458873	2.83132976863809
"528.41"	23	0.00105985899267315	2.9747519109404
"528.5"	139	0.00640523478180729	2.1934649467039
"528.6"	98	0.00451592092530298	2.3452536712655
"528.7"	19	0.000875535689599558	3.05772614600517
"529"	236	0.0108750748813419	1.96356774398789
"529.1"	117	0.00539145661490254	2.26829388521183
"529.6"	40	0.00184323303073591	2.73441975563003
"530"	7465	0.343993364361089	0.463449934896952
"530.1"	6950	0.320261739090364	0.494494942367882
"530.11"	6554	0.302013732086079	0.519973309911639
"530.12"	192	0.00884751854753237	2.05317851825445
"530.13"	242	0.0111515598359523	1.95266438097756
"530.14"	498	0.0229482512326621	1.63925040419828
"530.15"	15	0.000691212386525967	3.16038848790231
"530.2"	452	0.0208285332473158	1.68134131214661
"530.3"	671	0.0309202340905949	1.509757226789
"530.5"	245	0.0112898023132575	1.94731366259346
"530.6"	64	0.00294917284917746	2.53029977297411
"530.7"	39	0.00179715220496751	2.7454151399315
"530.9"	475	0.0218883922399889	1.65978613733313
"531"	1102	0.0507810699967743	1.29429815244223
"531.1"	223	0.0102760241463527	1.98817488390984
"531.2"	361	0.0166351781023916	1.77897254505234
"531.3"	241	0.0111054790101839	1.95446270438313
"531.4"	535	0.0246532417860928	1.60812596493677
"531.5"	35	0.00161282890189392	2.79241170260772
"532"	3128	0.144140823003548	0.841213002570186
"535"	1278	0.0588912953320124	1.22994889313561
"535.1"	308	0.0141928943366665	1.84792903045755
"535.2"	399	0.0183862494815907	1.73550685127125
"535.6"	179	0.0082484678125432	2.0836267159781
"535.8"	650	0.0299525367494585	1.52356639031514
"535.9"	345	0.0158978848900972	1.79866065188472
"536"	1574	0.0725312197594581	1.13947501893495
"536.3"	242	0.0111515598359523	1.95266438097756
"536.7"	290	0.0133634394728354	1.87408174905904
"536.8"	1140	0.0525321413759735	1.27957489562152
"537"	921	0.0424404405326943	1.37222011676115
"537.1"	64	0.00294917284917746	2.53029977297411
"539"	273	0.0125800654347726	1.90031709991724
"540"	203	0.00935440763098475	2.02898370904478
"540.1"	177	0.0081563061610064	2.08850648059619
"540.11"	145	0.00668171973641768	2.17511174472302
"550"	3386	0.156029676051795	0.80679279318508
"550.1"	650	0.0299525367494585	1.52356639031514
"550.2"	1954	0.0900419335514492	1.04555518757524
"550.3"	63	0.00290309202340906	2.53713919750441
"550.4"	367	0.016911663057002	1.77181368270591
"550.5"	561	0.0258513432560711	1.58751688570183
"550.6"	605	0.0278788995898806	1.55472437230553
"555"	617	0.0284318694991014	1.54619458292475
"555.1"	421	0.0194000276484955	1.71219765112233
"555.2"	391	0.0180176028754435	1.74430298956213
"555.21"	211	0.00972305423713193	2.0121972916603
"556"	361	0.0166351781023916	1.77897254505234
"556.1"	310	0.0142850559882033	1.84511805312372
"556.11"	103	0.00474632505414497	2.32364252225282
"557"	190	0.00875535689599558	2.05772614600517
"557.1"	85	0.00391687019031381	2.4070608212437
"558"	1410	0.0649739643334409	1.18726063430262
"559"	299	0.0137781669047509	1.86080855863357
"560"	1790	0.082484678125432	1.0836267159781
"560.1"	1111	0.0511957974286899	1.29076568801713
"560.2"	110	0.00506889083452375	2.29508706179977
"560.3"	232	0.0106907515782683	1.9709917620671
"560.4"	965	0.0444679968665039	1.3519524336142
"561"	613	0.0282475461960278	1.54901927243958
"562"	3678	0.169485277176167	0.770868022055937
"562.1"	3506	0.161559375144003	0.79166783520022
"562.2"	626	0.028846596931017	1.53990541374757
"564"	1625	0.0748813418736464	1.1256263816431
"564.1"	1131	0.0521174139440579	1.28301714203254
"564.9"	37	0.00170499055343072	2.768278022891
"565"	1309	0.0603198009308327	1.21954010040724
"565.1"	472	0.0217501497626837	1.66253774832391
"567"	615	0.0283397078475646	1.54760463118258
"568"	994	0.0458043408137874	1.33909336256068
"568.1"	732	0.0337311644624672	1.4719686658996
"569"	2311	0.106492788350767	0.972679801478887
"569.1"	23	0.00105985899267315	2.9747519109404
"569.2"	914	0.0421178747523156	1.37553355122416
"571"	1731	0.0797659094050965	1.0981826790826
"571.5"	1518	0.0699506935164278	1.15520797539853
"571.51"	834	0.0384314086908437	1.41531369632026
"571.6"	269	0.012395742131699	1.90672746695559
"571.8"	693	0.0319340122574997	1.49574651234619
"571.81"	456	0.0210128565503894	1.67751490429356
"572"	1555	0.0716556840698585	1.14474935359514
"573"	1387	0.0639141053407677	1.19440328588471
"573.1"	57	0.00262660706879867	2.5806048912855
"573.2"	414	0.0190774618681167	1.7194794058371
"573.3"	163	0.00751117460024884	2.12429214255404
"573.4"	203	0.00935440763098475	2.02898370904478
"573.5"	504	0.0232247361872725	1.63404921051247
"573.6"	943	0.0434542186995991	1.36196805422067
"573.7"	1559	0.0718400073729321	1.14363363176915
"573.9"	932	0.0429473296161467	1.36706383460401
"574"	1476	0.0680152988341551	1.16739338947097
"574.1"	1227	0.0565411732178241	1.24763518423099
"574.11"	171	0.00787982120639602	2.10348363656584
"574.12"	475	0.0218883922399889	1.65978613733313
"574.2"	293	0.0135016819501405	1.86961212660389
"574.3"	489	0.0225335238007465	1.64717088783438
"575"	1043	0.0480623012764389	1.31819543853147
"575.1"	279	0.012856550389383	1.8908755436844
"575.2"	321	0.0147919450716557	1.82997471455312
"575.6"	52	0.00239620293995668	2.6204764033232
"575.7"	337	0.01552923828395	1.80884984608666
"575.8"	561	0.0258513432560711	1.58751688570183
"575.9"	38	0.00175107137919912	2.75669615034119
"577"	789	0.0363577715312658	1.43940274374858
"577.1"	373	0.0171881480116124	1.76477091514931
"577.2"	173	0.00797198285793281	2.0984336438292
"577.3"	197	0.00907792267637436	2.0420135207964
"578"	3191	0.147043915026957	0.832552942764486
"578.1"	306	0.0141007326851297	1.85075832047642
"578.2"	1897	0.0874153264826506	1.05841241606933
"578.8"	1271	0.0585687295516336	1.23233419640399
