"phecode"	"case_count"	"prev"	"w"
"840.1"	107	0.00493064835721856	2.30709596927279
"840.2"	464	0.0213815031565366	1.66996176640312
"840.3"	489	0.0225335238007465	1.64717088783438
"841"	1164	0.053638081194415	1.27052676664413
"842"	162	0.00746509377448044	2.12696473241537
"850"	1199	0.0552509100963089	1.25766056385915
"851"	632	0.0291230818856274	1.53576266867561
"853"	213	0.00981521588866873	2.00810014351926
"854"	1123	0.0517487673379107	1.28609999069654
"855"	259	0.011934933874015	1.92317998287674
"856"	217	0.00999953919174232	2.00002001310947
"857"	124	0.00571402239528132	2.24305806179576
"858"	671	0.0309202340905949	1.509757226789
"859"	887	0.0408736924565688	1.38855612712627
"860"	87	0.00400903184185061	2.39696049433938
"870"	1659	0.0764480899497719	1.11663336093364
"870.1"	83	0.00382470853877701	2.41740165458192
"870.2"	47	0.00216579881111469	2.66438188902228
"870.3"	582	0.0268190405972075	1.57155676230811
"870.4"	72	0.00331781945532464	2.47914725052673
"870.5"	169	0.00778765955485922	2.10859304234432
"870.6"	77	0.00354822358416663	2.44998902178551
"870.8"	31	0.00142850559882033	2.84511805312372
"871"	1610	0.0741901294871204	1.12965387092615
"871.1"	319	0.0146997834201189	1.83268906390081
"871.2"	413	0.0190313810423483	1.7205296953016
"871.3"	167	0.00769549790332243	2.11376327581041
"871.4"	61	0.00281093037187226	2.55114991194723
"872"	116	0.00534537578913414	2.27202175773108
"874"	78	0.00359430440993503	2.44438514426752
"875"	336	0.0154831574581817	1.81014046956815
"876"	158	0.00728077047140685	2.13782266000357
"907"	373	0.0171881480116124	1.76477091514931
"910"	74	0.00340998110686143	2.46724802722702
"911"	73	0.00336390028109304	2.47315688683754
"912"	652	0.0300446984009953	1.52223215122608
"913"	170	0.00783374038062762	2.10603082557972
"916"	2031	0.0935901571356159	1.02876982355319
"930"	162	0.00746509377448044	2.12696473241537
"931"	114	0.00525321413759735	2.27957489562152
"938"	1221	0.0562646882632137	1.24976408301311
"938.1"	51	0.00235012211418829	2.62890957086006
"938.2"	1129	0.0520252522925211	1.28378580503303
"939"	2833	0.130546979401871	0.884233172437559
"939.1"	23	0.00105985899267315	2.9747519109404
"941"	39	0.00179715220496751	2.7454151399315
"942"	226	0.0104142666236579	1.9823713078106
"946"	229	0.0105525091009631	1.97664426461811
"947"	501	0.0230864937099673	1.63664202109075
"949"	423	0.0194921893000323	1.71013937958295
"949.1"	15	0.000691212386525967	3.16038848790231
"952"	64	0.00294917284917746	2.53029977297411
"957"	5	0.000230404128841989	3.63750974262198
"958"	682	0.0314271231740473	1.50269537230152
"958.1"	143	0.00658955808488088	2.18114370949293
"958.2"	306	0.0141007326851297	1.85075832047642
"960"	672	0.0309663149163633	1.50911047390417
"960.1"	40	0.00184323303073591	2.73441975563003
"960.2"	377	0.017372471314686	1.7601383967522
"960.3"	3	0.000138242477305193	3.85935849223833
"961"	104	0.00479240587991337	2.31944640765922
"961.1"	234	0.0107829132298051	1.96726388954785
"962"	396	0.0182480070042855	1.73878456103248
"962.1"	316	0.0145615409428137	1.83679266433959
"962.2"	64	0.00294917284917746	2.53029977297411
"962.3"	33	0.00152066725035713	2.81796580708011
"963"	855	0.0393991060319801	1.40451363222982
"963.1"	821	0.0378323579558546	1.42213658983856
"964"	279	0.012856550389383	1.8908755436844
"964.1"	257	0.0118427722224782	1.9265466236267
"965"	217	0.00999953919174232	2.00002001310947
"965.1"	409	0.0188470577392747	1.72475643895065
"965.2"	10	0.000460808257683978	3.336479746958
"965.3"	11	0.000506889083452375	3.29508706179977
"966"	76	0.00350214275839823	2.4556661546772
"967"	207	0.00953873093405834	2.02050940150108
"969"	163	0.00751117460024884	2.12429214255404
"971"	56	0.00258052624303028	2.5882917199518
"972"	276	0.0127183079120778	1.89557066489278
"972.1"	102	0.00470024422837657	2.32787957519608
"972.2"	12	0.000552969909220773	3.25729850091037
"972.6"	58	0.00267268789456707	2.57305175339506
"973"	14	0.000645131560757569	3.19035171127976
"974"	178	0.0082023869867748	2.0860597446491
"975"	20	0.000921616515367955	3.03544975129401
"976"	14	0.000645131560757569	3.19035171127976
"977"	359	0.0165430164508548	1.78138529837968
"979"	1661	0.0765402516013087	1.1161101145066
"980"	1371	0.0631768121284733	1.19944229216848
"981"	15	0.000691212386525967	3.16038848790231
"983"	11	0.000506889083452375	3.29508706179977
"984"	5	0.000230404128841989	3.63750974262198
"985"	32	0.00147458642458873	2.83132976863809
"986"	6	0.000276484954610387	3.55832849657435
"987"	21	0.000967697341136353	3.01426045222408
"988"	4	0.000184323303073591	3.73441975563003
"989"	95	0.00437767844799779	2.35875614166915
"990"	748	0.0344684576747615	1.46257814909353
"994"	1709	0.0787521312381918	1.10373768423726
"994.1"	622	0.0286622736279434	1.54268936226718
"994.2"	1488	0.0685682687433759	1.16387681574814
"994.21"	641	0.029537809317543	1.52962171743918
